sex,sex_label,age_group,age_group_label,weight_class_kg,year,result_count,squat_sample_size,avg_squat_kg,bench_sample_size,avg_bench_kg,deadlift_sample_size,avg_deadlift_kg,dataset_updated
F,Females,junior,Junior (19–23),69+,2025,2,2,125.0,2,75.0,2,142.5,2026-08-31
F,Females,junior,Junior (19–23),69+,2026,7,7,153.64,7,79.64,7,166.43,2026-08-31
F,Females,junior,Junior (19–23),76,2022,556,556,127.48,556,70.3,556,149.93,2026-08-31
F,Females,junior,Junior (19–23),76,2023,823,823,129.81,823,70.1,823,151.55,2026-08-31
F,Females,junior,Junior (19–23),76,2024,929,929,135.23,929,73.27,929,155.83,2026-08-31
F,Females,junior,Junior (19–23),76,2025,956,956,138.75,956,75.95,956,157.62,2026-08-31
F,Females,junior,Junior (19–23),76,2026,454,454,140.02,454,79.01,454,160.15,2026-08-31
F,Females,junior,Junior (19–23),76+,2024,10,10,124.75,10,68.25,10,130.75,2026-08-31
F,Females,junior,Junior (19–23),76+,2025,8,8,148.19,8,81.63,8,169.88,2026-08-31
F,Females,junior,Junior (19–23),76+,2026,6,6,172.08,6,93.75,6,180.0,2026-08-31
F,Females,junior,Junior (19–23),84,2022,276,276,133.58,276,72.85,276,155.57,2026-08-31
F,Females,junior,Junior (19–23),84,2023,431,431,134.22,431,70.72,431,154.14,2026-08-31
F,Females,junior,Junior (19–23),84,2024,525,525,138.46,525,74.07,525,157.52,2026-08-31
F,Females,junior,Junior (19–23),84,2025,529,529,142.89,529,77.19,529,160.39,2026-08-31
F,Females,junior,Junior (19–23),84,2026,254,254,147.1,254,79.68,254,162.96,2026-08-31
F,Females,junior,Junior (19–23),84+,2022,194,194,146.49,194,73.79,194,155.35,2026-08-31
F,Females,junior,Junior (19–23),84+,2023,300,300,141.55,300,71.42,300,152.77,2026-08-31
F,Females,junior,Junior (19–23),84+,2024,374,374,149.15,374,77.34,374,159.49,2026-08-31
F,Females,junior,Junior (19–23),84+,2025,401,401,151.47,401,78.44,401,160.97,2026-08-31
F,Females,junior,Junior (19–23),84+,2026,199,199,148.76,199,78.76,199,159.12,2026-08-31
F,Females,open_age,Open-age (24–39),47,2022,135,135,99.51,135,56.99,135,123.2,2026-08-31
F,Females,open_age,Open-age (24–39),47,2023,163,163,102.93,163,58.15,163,128.4,2026-08-31
F,Females,open_age,Open-age (24–39),47,2024,192,192,104.15,192,58.39,192,128.07,2026-08-31
F,Females,open_age,Open-age (24–39),47,2025,210,210,103.19,210,59.25,210,129.11,2026-08-31
F,Females,open_age,Open-age (24–39),47,2026,109,109,108.67,109,62.77,109,135.03,2026-08-31
F,Females,open_age,Open-age (24–39),52,2022,347,347,111.24,347,63.31,347,135.94,2026-08-31
F,Females,open_age,Open-age (24–39),52,2023,380,380,112.84,380,63.03,380,136.32,2026-08-31
F,Females,open_age,Open-age (24–39),52,2024,442,442,114.54,442,63.63,442,138.1,2026-08-31
F,Females,open_age,Open-age (24–39),52,2025,485,485,116.6,485,65.27,485,140.07,2026-08-31
F,Females,open_age,Open-age (24–39),52,2026,258,258,116.68,258,65.93,258,140.3,2026-08-31
F,Females,open_age,Open-age (24–39),57,2022,614,614,114.01,614,64.11,614,139.06,2026-08-31
F,Females,open_age,Open-age (24–39),57,2023,650,650,116.95,650,65.3,650,143.05,2026-08-31
F,Females,open_age,Open-age (24–39),57,2024,769,769,119.52,769,65.8,769,143.85,2026-08-31
F,Females,open_age,Open-age (24–39),57,2025,951,951,121.61,951,67.72,951,144.9,2026-08-31
F,Females,open_age,Open-age (24–39),57,2026,474,474,124.2,473,69.43,473,148.29,2026-08-31
F,Females,open_age,Open-age (24–39),63,2022,726,726,120.56,726,68.2,726,145.13,2026-08-31
F,Females,open_age,Open-age (24–39),63,2023,939,939,123.13,939,68.7,939,147.76,2026-08-31
F,Females,open_age,Open-age (24–39),63,2024,1042,1042,124.29,1042,68.69,1042,148.32,2026-08-31
F,Females,open_age,Open-age (24–39),63,2025,1254,1254,127.09,1254,70.54,1254,149.84,2026-08-31
F,Females,open_age,Open-age (24–39),63,2026,711,711,129.34,711,71.97,711,150.99,2026-08-31
F,Females,open_age,Open-age (24–39),63+,2022,2,2,112.5,2,61.25,2,137.5,2026-08-31
F,Females,open_age,Open-age (24–39),63+,2023,2,2,158.75,2,77.5,2,158.75,2026-08-31
F,Females,open_age,Open-age (24–39),63+,2026,1,1,150.0,1,87.5,1,155.0,2026-08-31
F,Females,open_age,Open-age (24–39),69,2022,839,839,127.26,839,71.78,839,151.04,2026-08-31
F,Females,open_age,Open-age (24–39),69,2023,1037,1037,128.66,1037,71.26,1037,152.09,2026-08-31
F,Females,open_age,Open-age (24–39),69,2024,1188,1188,130.93,1188,72.37,1188,153.95,2026-08-31
F,Females,open_age,Open-age (24–39),69,2025,1486,1486,133.37,1486,73.38,1486,156.01,2026-08-31
F,Females,open_age,Open-age (24–39),69,2026,735,735,134.24,735,74.83,735,156.39,2026-08-31
F,Females,open_age,Open-age (24–39),69+,2023,5,5,113.5,5,65.7,5,147.0,2026-08-31
F,Females,open_age,Open-age (24–39),69+,2024,5,5,116.0,5,70.0,5,143.5,2026-08-31
F,Females,open_age,Open-age (24–39),69+,2025,10,10,117.0,10,68.75,10,150.0,2026-08-31
F,Females,open_age,Open-age (24–39),69+,2026,6,6,119.58,6,65.5,6,135.83,2026-08-31
F,Females,open_age,Open-age (24–39),75,2025,1,1,120.0,1,55.0,1,142.5,2026-08-31
F,Females,open_age,Open-age (24–39),76,2022,660,660,134.38,660,74.26,660,158.14,2026-08-31
F,Females,open_age,Open-age (24–39),76,2023,824,824,135.68,824,74.43,824,159.52,2026-08-31
F,Females,open_age,Open-age (24–39),76,2024,1041,1041,138.0,1041,75.35,1040,158.96,2026-08-31
F,Females,open_age,Open-age (24–39),76,2025,1229,1229,139.58,1229,76.53,1229,160.76,2026-08-31
F,Females,open_age,Open-age (24–39),76,2026,679,679,142.83,679,77.9,678,163.52,2026-08-31
F,Females,open_age,Open-age (24–39),76+,2022,3,3,135.83,3,72.5,3,155.83,2026-08-31
F,Females,open_age,Open-age (24–39),76+,2023,1,1,135.0,1,72.5,1,150.0,2026-08-31
F,Females,open_age,Open-age (24–39),76+,2024,2,2,126.25,2,62.5,2,136.25,2026-08-31
F,Females,open_age,Open-age (24–39),76+,2025,6,6,134.25,6,67.5,6,146.67,2026-08-31
F,Females,open_age,Open-age (24–39),84,2022,439,439,139.76,439,77.04,439,161.27,2026-08-31
F,Females,open_age,Open-age (24–39),84,2023,541,541,141.77,541,76.54,541,163.98,2026-08-31
F,Females,open_age,Open-age (24–39),84,2024,709,709,143.5,709,77.27,709,163.44,2026-08-31
F,Females,open_age,Open-age (24–39),84,2025,864,864,145.09,864,79.26,864,165.34,2026-08-31
F,Females,open_age,Open-age (24–39),84,2026,507,507,147.47,507,81.19,507,168.03,2026-08-31
F,Females,open_age,Open-age (24–39),84+,2022,499,499,148.74,499,81.11,499,165.06,2026-08-31
F,Females,open_age,Open-age (24–39),84+,2023,627,627,149.98,627,80.63,627,164.81,2026-08-31
F,Females,open_age,Open-age (24–39),84+,2024,718,718,150.99,718,80.28,718,163.96,2026-08-31
F,Females,open_age,Open-age (24–39),84+,2025,889,889,151.82,889,81.38,889,164.93,2026-08-31
F,Females,open_age,Open-age (24–39),84+,2026,481,481,153.6,481,83.02,481,165.9,2026-08-31
F,Females,masters_1,Masters 1 (40–49),47,2022,37,37,92.54,37,56.91,37,117.66,2026-08-31
F,Females,masters_1,Masters 1 (40–49),47,2023,46,46,85.92,46,48.4,46,110.87,2026-08-31
F,Females,masters_1,Masters 1 (40–49),47,2024,63,63,90.96,63,51.76,63,116.26,2026-08-31
F,Females,masters_1,Masters 1 (40–49),47,2025,74,74,91.93,74,52.35,74,117.62,2026-08-31
F,Females,masters_1,Masters 1 (40–49),47,2026,33,33,93.17,33,51.5,33,118.09,2026-08-31
F,Females,masters_1,Masters 1 (40–49),52,2022,86,86,94.97,86,53.81,86,121.18,2026-08-31
F,Females,masters_1,Masters 1 (40–49),52,2023,94,94,101.07,94,55.42,94,127.06,2026-08-31
F,Females,masters_1,Masters 1 (40–49),52,2024,129,129,99.97,129,54.6,129,127.32,2026-08-31
F,Females,masters_1,Masters 1 (40–49),52,2025,145,145,98.74,145,55.09,145,127.9,2026-08-31
F,Females,masters_1,Masters 1 (40–49),52,2026,88,88,97.69,88,55.01,88,126.43,2026-08-31
F,Females,masters_1,Masters 1 (40–49),57,2022,193,193,101.16,193,59.21,193,128.04,2026-08-31
F,Females,masters_1,Masters 1 (40–49),57,2023,181,181,106.2,181,61.79,181,133.96,2026-08-31
F,Females,masters_1,Masters 1 (40–49),57,2024,203,203,106.73,203,59.94,203,132.74,2026-08-31
F,Females,masters_1,Masters 1 (40–49),57,2025,229,229,106.45,229,59.76,229,132.35,2026-08-31
F,Females,masters_1,Masters 1 (40–49),57,2026,145,145,109.34,145,61.32,145,134.51,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63,2022,211,211,106.88,211,61.37,211,131.78,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63,2023,303,303,107.61,303,62.26,303,133.93,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63,2024,314,314,112.39,314,63.63,314,138.21,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63,2025,396,395,108.67,396,61.07,396,133.56,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63,2026,226,226,112.3,226,64.66,226,137.23,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63+,2022,2,2,97.5,2,58.75,2,132.5,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63+,2024,7,7,134.71,7,70.0,7,147.86,2026-08-31
F,Females,masters_1,Masters 1 (40–49),63+,2025,4,4,138.75,4,75.0,4,153.75,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69,2022,228,228,114.37,228,65.77,228,142.04,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69,2023,300,300,111.84,300,63.63,300,138.65,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69,2024,337,337,115.42,337,64.55,337,137.88,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69,2025,402,402,118.3,402,65.89,402,140.61,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69,2026,247,247,119.39,247,66.25,247,141.55,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69+,2023,2,2,98.75,2,61.25,2,152.5,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69+,2025,1,1,125.0,1,57.5,1,147.5,2026-08-31
F,Females,masters_1,Masters 1 (40–49),69+,2026,1,1,145.0,1,95.0,1,172.5,2026-08-31
F,Females,masters_1,Masters 1 (40–49),76,2022,243,243,121.76,243,68.72,243,147.48,2026-08-31
F,Females,masters_1,Masters 1 (40–49),76,2023,275,275,121.85,275,68.26,275,147.05,2026-08-31
F,Females,masters_1,Masters 1 (40–49),76,2024,314,314,123.55,314,68.59,314,147.02,2026-08-31
F,Females,masters_1,Masters 1 (40–49),76,2025,355,355,125.24,355,69.73,355,148.37,2026-08-31
F,Females,masters_1,Masters 1 (40–49),76,2026,222,222,128.63,222,70.81,222,150.93,2026-08-31
F,Females,masters_1,Masters 1 (40–49),76+,2024,3,3,155.0,3,82.5,3,154.17,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84,2022,219,219,123.95,219,68.23,219,148.45,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84,2023,265,265,123.18,265,67.93,265,145.52,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84,2024,286,286,130.47,286,72.91,286,153.88,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84,2025,285,285,124.58,285,69.88,285,146.79,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84,2026,182,182,129.18,182,72.05,182,151.43,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84+,2022,242,242,133.73,242,75.05,242,157.36,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84+,2023,303,303,129.86,303,72.65,303,152.24,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84+,2024,357,357,133.4,357,74.76,357,153.14,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84+,2025,390,390,131.66,390,74.27,390,150.95,2026-08-31
F,Females,masters_1,Masters 1 (40–49),84+,2026,248,248,134.98,248,75.47,248,153.78,2026-08-31
F,Females,masters_2,Masters 2 (50–59),47,2022,17,17,79.38,17,46.71,17,108.26,2026-08-31
F,Females,masters_2,Masters 2 (50–59),47,2023,16,16,89.5,16,51.59,16,111.81,2026-08-31
F,Females,masters_2,Masters 2 (50–59),47,2024,22,22,81.59,22,47.89,22,104.68,2026-08-31
F,Females,masters_2,Masters 2 (50–59),47,2025,34,34,84.38,34,49.26,34,107.88,2026-08-31
F,Females,masters_2,Masters 2 (50–59),47,2026,14,14,92.86,14,57.0,14,112.5,2026-08-31
F,Females,masters_2,Masters 2 (50–59),52,2022,47,47,92.19,47,54.02,47,117.86,2026-08-31
F,Females,masters_2,Masters 2 (50–59),52,2023,43,43,86.31,43,50.55,43,112.84,2026-08-31
F,Females,masters_2,Masters 2 (50–59),52,2024,59,59,85.93,59,51.36,59,112.39,2026-08-31
F,Females,masters_2,Masters 2 (50–59),52,2025,75,75,89.44,75,52.53,75,117.61,2026-08-31
F,Females,masters_2,Masters 2 (50–59),52,2026,65,65,91.92,65,54.28,65,119.72,2026-08-31
F,Females,masters_2,Masters 2 (50–59),57,2022,88,88,95.28,88,55.22,88,124.42,2026-08-31
F,Females,masters_2,Masters 2 (50–59),57,2023,95,95,93.79,95,53.78,95,120.84,2026-08-31
F,Females,masters_2,Masters 2 (50–59),57,2024,104,104,96.45,104,55.57,104,126.76,2026-08-31
F,Females,masters_2,Masters 2 (50–59),57,2025,110,110,95.87,110,54.66,110,122.27,2026-08-31
F,Females,masters_2,Masters 2 (50–59),57,2026,65,65,100.55,65,58.19,65,127.02,2026-08-31
F,Females,masters_2,Masters 2 (50–59),63,2022,125,125,93.88,125,55.04,125,120.95,2026-08-31
F,Females,masters_2,Masters 2 (50–59),63,2023,130,130,97.65,130,55.74,130,125.34,2026-08-31
F,Females,masters_2,Masters 2 (50–59),63,2024,150,150,101.8,150,57.89,150,129.02,2026-08-31
F,Females,masters_2,Masters 2 (50–59),63,2025,189,189,99.53,189,55.41,189,126.73,2026-08-31
F,Females,masters_2,Masters 2 (50–59),63,2026,124,124,99.27,124,57.97,124,124.86,2026-08-31
F,Females,masters_2,Masters 2 (50–59),69,2022,107,107,103.41,107,60.05,107,126.38,2026-08-31
F,Females,masters_2,Masters 2 (50–59),69,2023,130,130,101.96,130,60.53,130,126.94,2026-08-31
F,Females,masters_2,Masters 2 (50–59),69,2024,175,175,104.09,175,60.3,175,129.55,2026-08-31
F,Females,masters_2,Masters 2 (50–59),69,2025,198,198,105.14,198,60.22,198,129.08,2026-08-31
F,Females,masters_2,Masters 2 (50–59),69,2026,102,102,107.18,102,60.32,102,129.37,2026-08-31
F,Females,masters_2,Masters 2 (50–59),69+,2025,2,2,87.5,2,53.75,2,133.75,2026-08-31
F,Females,masters_2,Masters 2 (50–59),76,2022,113,113,103.77,113,60.98,113,130.42,2026-08-31
F,Females,masters_2,Masters 2 (50–59),76,2023,144,144,107.81,144,62.33,144,134.54,2026-08-31
F,Females,masters_2,Masters 2 (50–59),76,2024,163,163,107.29,163,61.81,162,135.02,2026-08-31
F,Females,masters_2,Masters 2 (50–59),76,2025,205,205,109.53,205,61.63,205,134.78,2026-08-31
F,Females,masters_2,Masters 2 (50–59),76,2026,122,122,113.8,122,63.46,122,141.72,2026-08-31
F,Females,masters_2,Masters 2 (50–59),76+,2024,1,1,105.0,1,57.5,1,148.0,2026-08-31
F,Females,masters_2,Masters 2 (50–59),76+,2025,1,1,112.5,1,63.0,1,152.5,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84,2022,88,88,113.18,88,63.15,88,138.81,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84,2023,101,101,112.29,101,64.46,101,142.18,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84,2024,129,128,118.17,129,65.47,129,146.11,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84,2025,156,156,115.31,156,64.6,156,140.55,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84,2026,112,112,120.49,112,67.04,112,145.06,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84+,2022,105,105,116.58,105,69.87,105,144.0,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84+,2023,126,126,119.01,126,69.41,126,145.18,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84+,2024,169,169,118.67,169,68.64,169,142.68,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84+,2025,204,204,116.84,204,67.52,204,142.57,2026-08-31
F,Females,masters_2,Masters 2 (50–59),84+,2026,142,142,121.88,142,70.81,142,146.7,2026-08-31
F,Females,masters_3,Masters 3 (60–69),47,2022,8,8,73.75,8,46.31,8,105.5,2026-08-31
F,Females,masters_3,Masters 3 (60–69),47,2023,16,16,71.13,16,44.25,16,103.31,2026-08-31
F,Females,masters_3,Masters 3 (60–69),47,2024,18,18,69.78,18,44.58,18,103.83,2026-08-31
F,Females,masters_3,Masters 3 (60–69),47,2025,25,25,77.14,25,44.4,25,104.94,2026-08-31
F,Females,masters_3,Masters 3 (60–69),47,2026,18,18,79.33,18,46.69,18,109.92,2026-08-31
F,Females,masters_3,Masters 3 (60–69),52,2022,20,20,75.5,20,49.2,20,105.5,2026-08-31
F,Females,masters_3,Masters 3 (60–69),52,2023,30,30,79.2,30,49.73,30,112.72,2026-08-31
F,Females,masters_3,Masters 3 (60–69),52,2024,28,28,76.0,28,48.2,28,108.09,2026-08-31
F,Females,masters_3,Masters 3 (60–69),52,2025,36,36,84.46,36,46.88,36,110.22,2026-08-31
F,Females,masters_3,Masters 3 (60–69),52,2026,20,20,79.78,20,49.75,20,108.28,2026-08-31
F,Females,masters_3,Masters 3 (60–69),57,2022,38,38,78.78,38,47.57,38,108.46,2026-08-31
F,Females,masters_3,Masters 3 (60–69),57,2023,45,45,87.82,45,50.5,45,117.16,2026-08-31
F,Females,masters_3,Masters 3 (60–69),57,2024,51,51,88.22,51,50.46,51,117.59,2026-08-31
F,Females,masters_3,Masters 3 (60–69),57,2025,45,45,85.52,45,51.68,45,115.57,2026-08-31
F,Females,masters_3,Masters 3 (60–69),57,2026,47,47,86.83,47,50.63,47,114.74,2026-08-31
F,Females,masters_3,Masters 3 (60–69),63,2022,62,62,86.05,62,49.14,62,117.79,2026-08-31
F,Females,masters_3,Masters 3 (60–69),63,2023,70,70,85.29,70,48.33,70,112.79,2026-08-31
F,Females,masters_3,Masters 3 (60–69),63,2024,76,76,86.88,76,49.8,76,117.09,2026-08-31
F,Females,masters_3,Masters 3 (60–69),63,2025,98,98,85.4,98,51.15,98,116.63,2026-08-31
F,Females,masters_3,Masters 3 (60–69),63,2026,52,52,90.32,52,52.05,52,120.13,2026-08-31
F,Females,masters_3,Masters 3 (60–69),69,2022,60,59,86.59,60,49.79,60,116.14,2026-08-31
F,Females,masters_3,Masters 3 (60–69),69,2023,70,70,87.65,70,50.76,70,119.94,2026-08-31
F,Females,masters_3,Masters 3 (60–69),69,2024,75,75,88.99,75,53.73,75,120.09,2026-08-31
F,Females,masters_3,Masters 3 (60–69),69,2025,71,71,88.73,71,52.81,71,118.24,2026-08-31
F,Females,masters_3,Masters 3 (60–69),69,2026,53,53,90.85,53,56.08,53,119.06,2026-08-31
F,Females,masters_3,Masters 3 (60–69),76,2022,55,55,88.39,55,50.96,55,118.9,2026-08-31
F,Females,masters_3,Masters 3 (60–69),76,2023,48,48,97.16,48,55.46,48,123.03,2026-08-31
F,Females,masters_3,Masters 3 (60–69),76,2024,49,49,95.96,49,54.5,49,119.9,2026-08-31
F,Females,masters_3,Masters 3 (60–69),76,2025,75,75,97.52,75,57.33,75,125.07,2026-08-31
F,Females,masters_3,Masters 3 (60–69),76,2026,63,63,99.25,63,58.32,63,127.39,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84,2022,31,31,98.1,31,59.32,31,130.06,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84,2023,34,34,98.85,34,55.49,34,129.81,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84,2024,41,41,96.48,41,56.82,41,124.67,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84,2025,52,52,98.05,52,58.49,52,127.24,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84,2026,44,44,94.41,44,56.5,44,122.42,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84+,2022,36,36,96.19,36,57.51,36,125.38,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84+,2023,43,43,96.37,43,57.85,43,130.52,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84+,2024,63,63,105.72,63,61.87,63,137.13,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84+,2025,77,77,101.06,77,60.95,77,131.34,2026-08-31
F,Females,masters_3,Masters 3 (60–69),84+,2026,42,42,107.96,42,60.06,42,130.71,2026-08-31
F,Females,masters_4,Masters 4 (70+),47,2022,5,5,61.5,5,33.0,5,93.5,2026-08-31
F,Females,masters_4,Masters 4 (70+),47,2023,2,2,78.75,2,35.0,2,108.75,2026-08-31
F,Females,masters_4,Masters 4 (70+),47,2024,5,5,52.0,5,38.4,5,88.2,2026-08-31
F,Females,masters_4,Masters 4 (70+),47,2025,3,3,40.83,3,26.67,3,82.5,2026-08-31
F,Females,masters_4,Masters 4 (70+),47,2026,4,4,69.63,4,39.75,4,106.88,2026-08-31
F,Females,masters_4,Masters 4 (70+),52,2022,4,4,58.88,4,37.0,4,94.0,2026-08-31
F,Females,masters_4,Masters 4 (70+),52,2023,6,6,57.5,6,34.58,6,90.42,2026-08-31
F,Females,masters_4,Masters 4 (70+),52,2024,15,15,54.5,15,38.57,15,87.5,2026-08-31
F,Females,masters_4,Masters 4 (70+),52,2025,11,11,75.95,11,48.73,11,110.59,2026-08-31
F,Females,masters_4,Masters 4 (70+),52,2026,6,6,67.58,6,47.08,6,101.33,2026-08-31
F,Females,masters_4,Masters 4 (70+),57,2022,15,15,66.53,15,39.9,15,105.07,2026-08-31
F,Females,masters_4,Masters 4 (70+),57,2023,12,12,72.0,12,40.5,12,109.29,2026-08-31
F,Females,masters_4,Masters 4 (70+),57,2024,12,12,74.67,12,41.38,12,108.96,2026-08-31
F,Females,masters_4,Masters 4 (70+),57,2025,15,15,57.2,15,36.5,15,87.27,2026-08-31
F,Females,masters_4,Masters 4 (70+),57,2026,10,10,67.4,10,39.25,10,95.5,2026-08-31
F,Females,masters_4,Masters 4 (70+),63,2022,11,11,61.14,11,46.41,11,98.64,2026-08-31
F,Females,masters_4,Masters 4 (70+),63,2023,11,11,60.0,11,41.41,11,86.36,2026-08-31
F,Females,masters_4,Masters 4 (70+),63,2024,13,13,67.96,13,41.23,13,95.04,2026-08-31
F,Females,masters_4,Masters 4 (70+),63,2025,32,32,72.14,32,43.83,32,101.11,2026-08-31
F,Females,masters_4,Masters 4 (70+),63,2026,20,20,75.5,20,46.13,20,106.88,2026-08-31
F,Females,masters_4,Masters 4 (70+),69,2022,8,8,95.0,8,58.13,8,115.06,2026-08-31
F,Females,masters_4,Masters 4 (70+),69,2023,5,5,97.9,5,59.5,5,122.5,2026-08-31
F,Females,masters_4,Masters 4 (70+),69,2024,20,20,77.6,20,44.1,20,114.38,2026-08-31
F,Females,masters_4,Masters 4 (70+),69,2025,17,17,95.18,17,51.53,17,123.88,2026-08-31
F,Females,masters_4,Masters 4 (70+),69,2026,13,13,85.42,13,47.77,13,115.42,2026-08-31
F,Females,masters_4,Masters 4 (70+),76,2022,4,4,52.5,4,36.25,4,78.75,2026-08-31
F,Females,masters_4,Masters 4 (70+),76,2023,5,5,83.5,5,51.5,5,115.8,2026-08-31
F,Females,masters_4,Masters 4 (70+),76,2024,9,9,72.5,9,48.06,9,109.11,2026-08-31
F,Females,masters_4,Masters 4 (70+),76,2025,24,24,66.67,24,42.63,24,100.98,2026-08-31
F,Females,masters_4,Masters 4 (70+),76,2026,14,14,74.93,14,45.11,14,103.61,2026-08-31
F,Females,masters_4,Masters 4 (70+),84,2023,1,1,102.5,1,40.0,1,105.0,2026-08-31
F,Females,masters_4,Masters 4 (70+),84,2024,3,3,99.17,3,49.17,3,122.5,2026-08-31
F,Females,masters_4,Masters 4 (70+),84,2025,4,4,93.13,4,46.88,4,111.88,2026-08-31
F,Females,masters_4,Masters 4 (70+),84,2026,3,3,54.17,3,32.83,3,75.0,2026-08-31
F,Females,masters_4,Masters 4 (70+),84+,2022,1,1,82.5,1,52.5,1,115.0,2026-08-31
F,Females,masters_4,Masters 4 (70+),84+,2023,1,1,107.5,1,67.5,1,127.5,2026-08-31
F,Females,masters_4,Masters 4 (70+),84+,2024,4,4,95.38,4,62.25,4,130.88,2026-08-31
F,Females,masters_4,Masters 4 (70+),84+,2025,3,3,87.5,3,56.83,3,121.83,2026-08-31
F,Females,masters_4,Masters 4 (70+),84+,2026,6,6,88.83,6,47.0,6,116.67,2026-08-31
