sex,sex_label,age_group,age_group_label,weight_class_kg,year,result_count,squat_sample_size,avg_squat_kg,bench_sample_size,avg_bench_kg,deadlift_sample_size,avg_deadlift_kg,dataset_updated
M,Males,masters_1,Masters 1 (40–49),105,2025,525,525,209.02,525,139.38,525,234.14,2026-08-31
M,Males,masters_1,Masters 1 (40–49),105,2026,294,294,210.54,294,139.48,294,237.87,2026-08-31
M,Males,masters_1,Masters 1 (40–49),105+,2022,1,1,170.0,1,130.0,1,180.0,2026-08-31
M,Males,masters_1,Masters 1 (40–49),105+,2024,1,1,105.0,1,90.0,1,125.0,2026-08-31
M,Males,masters_1,Masters 1 (40–49),105+,2025,1,1,85.0,1,50.0,1,95.0,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120,2022,233,233,218.9,233,150.25,233,244.1,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120,2023,277,277,220.74,277,150.81,277,241.97,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120,2024,312,312,218.91,312,146.56,311,239.95,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120,2025,361,361,219.36,361,147.77,361,241.4,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120,2026,212,212,221.95,212,148.0,212,244.1,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120+,2022,143,143,231.65,143,160.08,143,251.34,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120+,2023,190,190,236.53,190,163.06,190,253.11,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120+,2024,222,222,234.93,222,159.55,222,252.69,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120+,2025,235,235,235.55,235,160.57,235,248.86,2026-08-31
M,Males,masters_1,Masters 1 (40–49),120+,2026,133,133,242.81,133,160.53,133,253.17,2026-08-31
M,Males,masters_2,Masters 2 (50–59),59,2022,33,33,129.02,33,80.91,33,162.42,2026-08-31
M,Males,masters_2,Masters 2 (50–59),59,2023,26,26,127.35,26,93.94,26,155.79,2026-08-31
M,Males,masters_2,Masters 2 (50–59),59,2024,40,40,121.41,40,82.83,40,153.1,2026-08-31
M,Males,masters_2,Masters 2 (50–59),59,2025,42,42,133.58,42,91.42,42,165.19,2026-08-31
M,Males,masters_2,Masters 2 (50–59),59,2026,18,18,126.67,18,90.72,18,156.67,2026-08-31
M,Males,masters_2,Masters 2 (50–59),66,2022,72,72,140.42,72,96.14,72,175.78,2026-08-31
M,Males,masters_2,Masters 2 (50–59),66,2023,88,88,144.35,88,96.22,88,182.48,2026-08-31
M,Males,masters_2,Masters 2 (50–59),66,2024,62,62,142.93,62,93.77,62,177.49,2026-08-31
M,Males,masters_2,Masters 2 (50–59),66,2025,86,86,153.4,86,101.58,86,180.78,2026-08-31
M,Males,masters_2,Masters 2 (50–59),66,2026,73,73,150.17,73,100.36,73,180.28,2026-08-31
M,Males,masters_2,Masters 2 (50–59),74,2022,136,136,151.4,136,104.02,136,185.31,2026-08-31
M,Males,masters_2,Masters 2 (50–59),74,2023,145,145,155.68,145,104.99,145,184.11,2026-08-31
M,Males,masters_2,Masters 2 (50–59),74,2024,161,161,153.06,161,105.15,161,185.64,2026-08-31
M,Males,masters_2,Masters 2 (50–59),74,2025,164,164,156.34,164,106.45,164,188.92,2026-08-31
M,Males,masters_2,Masters 2 (50–59),74,2026,116,116,161.67,116,109.36,116,191.24,2026-08-31
M,Males,masters_2,Masters 2 (50–59),83,2022,228,228,168.14,228,114.9,228,198.14,2026-08-31
M,Males,masters_2,Masters 2 (50–59),83,2023,233,233,171.36,233,114.61,233,205.26,2026-08-31
M,Males,masters_2,Masters 2 (50–59),83,2024,266,266,171.13,266,113.7,266,205.08,2026-08-31
M,Males,masters_2,Masters 2 (50–59),83,2025,292,292,170.48,292,112.38,292,201.4,2026-08-31
M,Males,masters_2,Masters 2 (50–59),83,2026,199,199,168.83,199,112.14,199,200.93,2026-08-31
M,Males,masters_2,Masters 2 (50–59),93,2022,239,239,176.02,239,121.53,239,206.0,2026-08-31
M,Males,masters_2,Masters 2 (50–59),93,2023,291,291,173.55,291,118.86,291,204.05,2026-08-31
M,Males,masters_2,Masters 2 (50–59),93,2024,302,302,179.35,302,119.25,301,207.03,2026-08-31
M,Males,masters_2,Masters 2 (50–59),93,2025,337,337,180.71,337,122.14,337,209.13,2026-08-31
M,Males,masters_2,Masters 2 (50–59),93,2026,203,203,180.82,203,119.2,203,209.31,2026-08-31
M,Males,masters_2,Masters 2 (50–59),93+,2025,1,1,217.5,1,172.5,1,230.0,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105,2022,223,223,186.0,223,130.42,223,215.94,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105,2023,241,241,186.92,240,130.09,241,215.97,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105,2024,234,234,191.59,234,132.17,234,217.77,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105,2025,277,277,192.09,277,131.01,277,217.71,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105,2026,183,183,192.24,183,129.64,183,219.3,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105+,2023,1,1,200.0,1,175.0,1,205.0,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105+,2024,1,1,190.0,1,165.0,1,190.0,2026-08-31
M,Males,masters_2,Masters 2 (50–59),105+,2025,3,3,196.67,3,147.5,3,208.33,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120,2022,149,149,203.44,149,144.2,149,225.19,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120,2023,186,186,199.93,186,142.73,186,224.22,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120,2024,181,181,208.23,181,142.27,181,228.31,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120,2025,184,184,213.44,184,143.49,184,231.29,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120,2026,128,128,203.06,128,141.41,128,226.43,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120+,2022,63,63,211.42,63,147.67,63,232.04,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120+,2023,72,72,208.83,72,147.88,72,230.64,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120+,2024,101,101,215.18,101,153.48,101,240.82,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120+,2025,120,120,214.15,120,149.23,120,234.26,2026-08-31
M,Males,masters_2,Masters 2 (50–59),120+,2026,63,63,223.45,63,155.53,63,242.87,2026-08-31
M,Males,masters_3,Masters 3 (60–69),59,2022,23,23,117.54,23,80.37,23,152.5,2026-08-31
M,Males,masters_3,Masters 3 (60–69),59,2023,20,20,117.56,20,80.77,20,145.04,2026-08-31
M,Males,masters_3,Masters 3 (60–69),59,2024,18,18,109.75,18,73.06,18,139.06,2026-08-31
M,Males,masters_3,Masters 3 (60–69),59,2025,23,23,107.85,23,73.76,23,142.17,2026-08-31
M,Males,masters_3,Masters 3 (60–69),59,2026,16,16,116.94,16,80.31,16,149.13,2026-08-31
M,Males,masters_3,Masters 3 (60–69),66,2022,41,41,118.45,41,77.45,41,150.34,2026-08-31
M,Males,masters_3,Masters 3 (60–69),66,2023,51,51,117.08,51,77.49,51,151.83,2026-08-31
M,Males,masters_3,Masters 3 (60–69),66,2024,58,58,124.94,58,79.02,58,154.41,2026-08-31
M,Males,masters_3,Masters 3 (60–69),66,2025,66,66,125.52,66,82.11,66,157.44,2026-08-31
M,Males,masters_3,Masters 3 (60–69),66,2026,43,43,126.1,43,84.6,43,158.6,2026-08-31
M,Males,masters_3,Masters 3 (60–69),74,2022,92,92,136.04,92,91.01,92,168.57,2026-08-31
M,Males,masters_3,Masters 3 (60–69),74,2023,93,93,143.72,93,93.6,93,169.54,2026-08-31
M,Males,masters_3,Masters 3 (60–69),74,2024,111,111,138.16,111,92.27,111,169.45,2026-08-31
M,Males,masters_3,Masters 3 (60–69),74,2025,121,121,138.65,121,93.48,121,171.35,2026-08-31
M,Males,masters_3,Masters 3 (60–69),74,2026,78,78,138.15,78,93.01,78,168.42,2026-08-31
M,Males,masters_3,Masters 3 (60–69),83,2022,111,111,135.87,111,95.06,111,169.56,2026-08-31
M,Males,masters_3,Masters 3 (60–69),83,2023,129,129,147.11,128,101.43,129,180.91,2026-08-31
M,Males,masters_3,Masters 3 (60–69),83,2024,160,160,148.32,160,102.79,160,179.16,2026-08-31
M,Males,masters_3,Masters 3 (60–69),83,2025,211,211,151.58,211,102.67,211,180.96,2026-08-31
M,Males,masters_3,Masters 3 (60–69),83,2026,124,124,155.06,124,104.01,124,187.47,2026-08-31
M,Males,masters_3,Masters 3 (60–69),93,2022,104,104,166.77,104,113.18,104,197.78,2026-08-31
M,Males,masters_3,Masters 3 (60–69),93,2023,140,140,160.29,140,108.0,140,190.2,2026-08-31
M,Males,masters_3,Masters 3 (60–69),93,2024,162,162,156.68,162,108.62,162,189.99,2026-08-31
M,Males,masters_3,Masters 3 (60–69),93,2025,186,186,154.63,186,108.26,186,185.55,2026-08-31
M,Males,masters_3,Masters 3 (60–69),93,2026,124,124,161.31,124,114.9,124,191.02,2026-08-31
M,Males,masters_3,Masters 3 (60–69),105,2022,100,100,164.91,100,117.98,100,197.97,2026-08-31
M,Males,masters_3,Masters 3 (60–69),105,2023,126,126,163.84,126,117.71,126,197.24,2026-08-31
M,Males,masters_3,Masters 3 (60–69),105,2024,141,141,171.02,141,115.8,141,198.05,2026-08-31
M,Males,masters_3,Masters 3 (60–69),105,2025,171,171,169.73,171,116.54,171,202.34,2026-08-31
M,Males,masters_3,Masters 3 (60–69),105,2026,95,95,167.54,95,112.71,95,199.88,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120,2022,45,45,175.64,45,123.61,45,200.3,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120,2023,39,39,168.79,39,125.97,39,197.32,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120,2024,68,67,174.84,68,131.63,68,208.08,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120,2025,82,82,177.54,82,126.2,82,203.48,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120,2026,45,45,170.81,45,121.18,45,200.08,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120+,2022,28,28,187.7,28,129.84,28,221.0,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120+,2023,28,28,180.48,28,122.61,28,211.18,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120+,2024,29,29,202.16,29,119.76,29,223.31,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120+,2025,28,28,187.91,28,119.77,28,214.29,2026-08-31
M,Males,masters_3,Masters 3 (60–69),120+,2026,17,17,190.74,17,121.18,17,207.24,2026-08-31
M,Males,masters_4,Masters 4 (70+),59,2022,17,17,87.35,17,66.79,17,118.09,2026-08-31
M,Males,masters_4,Masters 4 (70+),59,2023,30,30,91.42,30,66.92,30,127.83,2026-08-31
M,Males,masters_4,Masters 4 (70+),59,2024,19,19,108.74,19,71.63,19,139.32,2026-08-31
M,Males,masters_4,Masters 4 (70+),59,2025,13,13,106.92,13,66.54,13,131.54,2026-08-31
M,Males,masters_4,Masters 4 (70+),59,2026,11,11,87.95,11,62.27,11,118.64,2026-08-31
M,Males,masters_4,Masters 4 (70+),66,2022,23,23,106.57,23,70.48,23,140.93,2026-08-31
M,Males,masters_4,Masters 4 (70+),66,2023,20,20,98.38,19,66.87,20,133.53,2026-08-31
M,Males,masters_4,Masters 4 (70+),66,2024,21,21,106.19,21,73.21,21,148.55,2026-08-31
M,Males,masters_4,Masters 4 (70+),66,2025,30,30,96.67,30,69.92,30,143.1,2026-08-31
M,Males,masters_4,Masters 4 (70+),66,2026,16,16,105.94,16,72.81,16,143.19,2026-08-31
M,Males,masters_4,Masters 4 (70+),74,2022,55,55,108.18,55,78.9,55,145.1,2026-08-31
M,Males,masters_4,Masters 4 (70+),74,2023,47,47,109.63,47,79.45,47,145.14,2026-08-31
M,Males,masters_4,Masters 4 (70+),74,2024,65,65,116.39,65,80.35,65,147.92,2026-08-31
M,Males,masters_4,Masters 4 (70+),74,2025,68,68,110.13,68,76.92,68,146.63,2026-08-31
M,Males,masters_4,Masters 4 (70+),74,2026,39,39,106.6,39,76.12,39,142.92,2026-08-31
M,Males,masters_4,Masters 4 (70+),83,2022,30,30,122.87,30,81.75,30,156.93,2026-08-31
M,Males,masters_4,Masters 4 (70+),83,2023,53,53,119.98,53,85.01,53,154.31,2026-08-31
M,Males,masters_4,Masters 4 (70+),83,2024,50,50,112.76,50,81.04,50,144.66,2026-08-31
M,Males,masters_4,Masters 4 (70+),83,2025,80,80,123.01,80,86.21,80,159.83,2026-08-31
M,Males,masters_4,Masters 4 (70+),83,2026,42,42,123.44,42,84.71,42,155.96,2026-08-31
M,Males,masters_4,Masters 4 (70+),93,2022,40,40,122.79,40,91.54,40,162.19,2026-08-31
M,Males,masters_4,Masters 4 (70+),93,2023,41,41,133.02,41,91.56,41,165.32,2026-08-31
M,Males,masters_4,Masters 4 (70+),93,2024,40,40,125.78,40,86.7,40,151.33,2026-08-31
M,Males,masters_4,Masters 4 (70+),93,2025,71,71,133.65,71,91.23,71,162.7,2026-08-31
M,Males,masters_4,Masters 4 (70+),93,2026,34,34,134.04,34,94.18,34,165.97,2026-08-31
M,Males,masters_4,Masters 4 (70+),105,2022,30,30,131.0,30,100.25,30,168.42,2026-08-31
M,Males,masters_4,Masters 4 (70+),105,2023,31,31,122.02,31,98.08,31,159.37,2026-08-31
M,Males,masters_4,Masters 4 (70+),105,2024,31,30,129.42,31,93.79,31,170.5,2026-08-31
M,Males,masters_4,Masters 4 (70+),105,2025,35,35,135.67,35,92.76,35,171.16,2026-08-31
M,Males,masters_4,Masters 4 (70+),105,2026,25,25,121.9,25,95.14,25,168.68,2026-08-31
M,Males,masters_4,Masters 4 (70+),120,2022,6,6,152.92,6,97.5,6,184.33,2026-08-31
M,Males,masters_4,Masters 4 (70+),120,2023,8,8,141.25,8,94.06,8,173.75,2026-08-31
M,Males,masters_4,Masters 4 (70+),120,2024,11,11,132.5,11,92.05,11,182.5,2026-08-31
M,Males,masters_4,Masters 4 (70+),120,2025,13,13,139.65,13,105.0,13,165.85,2026-08-31
M,Males,masters_4,Masters 4 (70+),120,2026,6,6,134.17,6,107.5,6,171.33,2026-08-31
M,Males,masters_4,Masters 4 (70+),120+,2022,2,2,160.0,2,87.5,2,198.75,2026-08-31
M,Males,masters_4,Masters 4 (70+),120+,2023,3,3,169.33,3,79.17,3,181.0,2026-08-31
M,Males,masters_4,Masters 4 (70+),120+,2024,5,5,133.5,5,80.0,5,167.0,2026-08-31
M,Males,masters_4,Masters 4 (70+),120+,2025,3,3,176.83,3,74.17,3,192.5,2026-08-31
M,Males,masters_4,Masters 4 (70+),120+,2026,2,2,147.5,2,122.5,2,132.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),30,2022,3,3,21.17,3,13.67,3,33.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),30,2024,2,2,31.0,2,17.0,2,49.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),30,2025,1,1,28.5,1,17.5,1,42.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),31,2024,3,3,60.0,3,28.5,3,68.33,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),31,2025,4,4,26.88,4,12.5,4,36.25,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),31,2026,2,2,40.0,2,21.25,2,56.25,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),35,2022,3,3,40.83,3,21.67,3,62.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),35,2023,3,3,26.67,3,17.0,3,47.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),35,2024,4,4,43.75,4,23.75,4,60.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),35,2025,2,2,29.0,2,17.0,2,44.25,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),35,2026,3,3,44.17,3,18.33,3,55.83,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),37,2023,2,2,43.75,2,22.5,2,58.75,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),39,2022,1,1,60.0,1,30.0,1,85.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),39,2023,1,1,60.0,1,35.0,1,90.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),39,2024,1,1,67.5,1,32.5,1,75.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),39,2026,1,1,60.0,1,27.5,1,60.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),40,2022,1,1,55.0,1,27.0,1,57.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),40,2023,1,1,45.0,1,30.5,1,75.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),40,2024,6,6,39.17,6,24.25,6,52.92,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),40,2025,5,5,36.0,5,21.2,5,53.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),40,2026,2,2,32.0,2,19.5,2,53.25,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),43,2022,38,38,66.68,38,34.5,38,90.53,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),43,2023,43,43,66.29,43,34.57,43,85.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),43,2024,72,72,72.68,72,38.43,72,90.3,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),43,2025,49,49,75.45,49,42.82,49,97.59,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),43,2026,35,35,63.26,35,36.49,35,81.73,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),47,2022,67,67,73.98,67,40.54,67,94.9,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),47,2023,147,147,77.08,147,39.8,147,94.56,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),47,2024,141,141,78.83,141,41.27,141,97.78,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),47,2025,122,122,78.04,122,41.67,122,99.23,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),47,2026,55,55,77.48,55,42.67,55,96.35,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),52,2022,156,156,83.3,156,45.57,156,103.92,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),52,2023,272,272,87.48,272,46.58,272,108.07,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),52,2024,323,323,93.19,323,51.52,323,114.6,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),52,2025,250,250,94.24,250,51.66,250,115.99,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),52,2026,108,108,86.13,108,48.17,108,107.08,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57,2022,210,210,95.09,210,52.36,210,113.96,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57,2023,414,414,94.93,414,52.37,414,114.17,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57,2024,463,463,99.76,463,54.66,463,118.3,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57,2025,382,382,103.98,382,56.95,382,123.73,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57,2026,173,173,103.86,173,56.82,173,121.57,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57+,2022,11,11,116.59,11,65.23,11,136.59,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57+,2023,9,9,104.17,9,60.28,9,123.06,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57+,2024,1,1,102.5,1,37.5,1,92.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57+,2025,1,1,122.5,1,42.5,1,112.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),57+,2026,1,1,130.0,1,55.0,1,127.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63,2022,291,291,100.77,291,56.2,291,120.73,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63,2023,483,483,103.28,483,55.89,483,122.61,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63,2024,541,541,109.66,541,59.45,541,128.3,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63,2025,482,482,110.81,482,61.01,482,129.32,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63,2026,193,193,111.52,193,60.24,193,129.81,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63+,2022,2,2,100.0,2,80.0,2,140.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63+,2023,7,7,71.07,7,52.5,7,91.43,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63+,2024,1,1,105.0,1,60.0,1,142.5,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63+,2025,1,1,95.0,1,52.5,1,140.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),63+,2026,1,1,125.0,1,82.5,1,120.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69,2022,255,255,106.97,255,58.33,255,126.17,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69,2023,451,451,108.7,451,58.41,451,126.24,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69,2024,572,572,116.82,572,63.96,572,134.47,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69,2025,422,422,119.29,422,66.28,422,137.04,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69,2026,185,185,112.1,185,61.25,185,126.89,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69+,2023,1,1,92.5,1,60.0,1,120.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69+,2024,3,3,118.33,3,58.33,3,140.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69+,2025,1,1,95.0,1,45.0,1,110.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),69+,2026,3,3,121.67,3,75.0,3,149.33,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76,2022,214,214,115.27,214,61.08,214,134.19,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76,2023,333,333,118.17,333,61.97,333,137.36,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76,2024,382,382,120.63,382,64.87,382,138.89,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76,2025,314,314,121.99,314,65.2,314,139.4,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76,2026,148,148,119.35,148,63.62,148,136.98,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76+,2024,3,3,130.83,3,67.5,3,141.67,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76+,2025,1,1,75.0,1,60.0,1,120.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),76+,2026,1,1,95.0,1,52.5,1,110.0,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84,2022,112,112,118.46,112,60.33,112,136.83,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84,2023,177,177,119.26,177,60.54,177,138.63,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84,2024,211,211,125.42,211,65.27,211,143.18,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84,2025,202,202,119.62,202,63.26,202,137.48,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84,2026,82,82,120.36,82,65.34,82,136.4,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84+,2022,95,95,123.41,95,63.22,95,135.99,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84+,2023,186,186,130.3,186,64.74,186,142.84,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84+,2024,245,243,130.58,245,65.72,245,142.64,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84+,2025,230,230,130.15,230,66.52,230,139.54,2026-08-31
F,Females,sub_junior,Sub-Junior (up to 18),84+,2026,106,106,137.15,106,68.9,106,144.05,2026-08-31
F,Females,junior,Junior (19–23),43,2022,29,29,81.38,29,47.34,29,108.97,2026-08-31
F,Females,junior,Junior (19–23),43,2023,35,35,79.63,35,44.46,35,104.59,2026-08-31
F,Females,junior,Junior (19–23),43,2024,34,34,87.84,34,49.47,34,109.44,2026-08-31
F,Females,junior,Junior (19–23),43,2025,44,44,86.13,44,46.6,44,107.28,2026-08-31
F,Females,junior,Junior (19–23),43,2026,20,20,85.0,20,45.23,20,102.93,2026-08-31
F,Females,junior,Junior (19–23),47,2022,114,114,93.43,114,53.77,114,117.91,2026-08-31
F,Females,junior,Junior (19–23),47,2023,177,177,91.46,177,50.91,177,117.66,2026-08-31
F,Females,junior,Junior (19–23),47,2024,180,180,98.18,180,53.55,180,123.46,2026-08-31
F,Females,junior,Junior (19–23),47,2025,178,178,101.96,178,56.96,178,126.25,2026-08-31
F,Females,junior,Junior (19–23),47,2026,92,92,103.7,92,56.89,92,127.72,2026-08-31
F,Females,junior,Junior (19–23),52,2022,295,295,101.69,295,58.78,295,126.1,2026-08-31
F,Females,junior,Junior (19–23),52,2023,385,385,101.89,385,56.6,385,126.34,2026-08-31
F,Females,junior,Junior (19–23),52,2024,464,464,106.0,464,58.48,464,128.21,2026-08-31
F,Females,junior,Junior (19–23),52,2025,457,457,109.6,457,60.65,457,130.46,2026-08-31
F,Females,junior,Junior (19–23),52,2026,213,213,112.44,213,62.47,213,133.78,2026-08-31
F,Females,junior,Junior (19–23),57,2022,552,552,110.41,552,62.2,552,134.07,2026-08-31
F,Females,junior,Junior (19–23),57,2023,730,730,113.12,730,61.71,730,137.02,2026-08-31
F,Females,junior,Junior (19–23),57,2024,868,868,114.5,868,62.63,868,136.59,2026-08-31
F,Females,junior,Junior (19–23),57,2025,919,919,118.44,919,65.72,919,140.03,2026-08-31
F,Females,junior,Junior (19–23),57,2026,460,460,118.88,460,66.6,460,140.17,2026-08-31
F,Females,junior,Junior (19–23),57+,2022,15,15,134.5,15,75.27,15,152.87,2026-08-31
F,Females,junior,Junior (19–23),57+,2023,12,12,132.29,12,71.25,12,153.33,2026-08-31
F,Females,junior,Junior (19–23),63,2022,813,813,116.5,813,64.67,813,139.03,2026-08-31
F,Females,junior,Junior (19–23),63,2023,1064,1064,118.73,1064,64.57,1064,141.09,2026-08-31
F,Females,junior,Junior (19–23),63,2024,1256,1256,122.58,1256,66.67,1256,144.25,2026-08-31
F,Females,junior,Junior (19–23),63,2025,1289,1289,124.29,1289,68.48,1289,146.26,2026-08-31
F,Females,junior,Junior (19–23),63,2026,677,677,126.16,677,70.21,677,147.77,2026-08-31
F,Females,junior,Junior (19–23),63+,2022,1,1,115.0,1,62.5,1,130.0,2026-08-31
F,Females,junior,Junior (19–23),63+,2025,2,2,112.5,2,57.5,2,135.0,2026-08-31
F,Females,junior,Junior (19–23),63+,2026,5,5,107.0,5,62.0,5,126.0,2026-08-31
F,Females,junior,Junior (19–23),69,2022,729,729,124.87,729,69.64,729,147.87,2026-08-31
F,Females,junior,Junior (19–23),69,2023,1017,1017,124.04,1017,67.49,1017,146.27,2026-08-31
F,Females,junior,Junior (19–23),69,2024,1309,1309,128.26,1309,70.04,1309,149.37,2026-08-31
F,Females,junior,Junior (19–23),69,2025,1319,1319,131.59,1319,72.58,1319,151.55,2026-08-31
F,Females,junior,Junior (19–23),69,2026,644,644,132.74,644,73.25,644,151.62,2026-08-31
F,Females,junior,Junior (19–23),69+,2022,7,7,122.14,7,66.43,7,143.93,2026-08-31
F,Females,junior,Junior (19–23),69+,2023,8,8,107.19,8,53.75,8,130.94,2026-08-31
F,Females,junior,Junior (19–23),69+,2024,5,5,100.5,5,48.5,5,122.0,2026-08-31
